game_id,region_id
powerslave,6
2taxgold,6
3dbaseball,6
3dlemmings,6
3x3eyeskyuuseikoushu,6
3x3eyeskyuuseikoushu,6
3x3eyeskyuuseikoushu,6
6inchmydarling,6
actuagolf,6
actuasoccer,6
advancedvg,6
advancedvg,6
advancedworldwarsennenteikokunokouboulotm,6
advancedworldwarsennenteikokunokouboulotm,6
afterburner2,6
aiigo,6
goodislandcafe,6
aishougi,6
aishougi2,6
airmanagement96,6
airmanagement96,6
airsadventure,6
akumajoudraculaxgekkanoyasoukyoku,6
albertodysseygaidenlegendofeldean,6
albertodysseygaidenlegendofeldean,6
albertodysseygaidenlegendofeldean,6
albumclubmunekyunsaintpauliajogakuin,6
ateliermariesalburgnorenkinjutsushi,6
alientrilogy,6
aloneinthedark2,6
amagishien,6
americaoudanultraquiz,6
amok,6
seiyamonogatariafs,6
angelgraffitianataenoprofile,6
angelparadisevol1sakakiyukokoinoyokaninhollywood,6
angelparadisevol2yoshinokimikaisshoniitaiinhawaii,6
angeliqueduet,6
angeliqueduet,6
angelique,6
angelique,6
angelique,6
angeliquespecial2,6
angeliquespecial2,6
anothermemories,6
aquaworldumimonogatari,6
aquazonedesktoplife,6
aquazonedesktoplifeoptiondiscseries1angelfish,6
aquazonedesktoplifeoptiondiscseries2blackmolly,6
aquazonedesktoplifeoptiondiscseries3blueemperor,6
aquazonedesktoplifeoptiondiscseries4clownloach,6
aquazonedesktoplifeoptiondiscseries5falserummynose,6
arcanastrikes,6
area51,6
sidandalsincredibletoons,6
assaultrigs,6
assaultsuitleynos2,6
astrasuperstars,6
asuka120limitedburningfest,6
ayakashinindenkunoichiban,6
ayakashinindenkunoichiban,6
ayrtonsennapersonaltalkmessageforthefuture,6
azelpanzerdragoonrpg,6
azelpanzerdragoonrpg,6
azelpanzerdragoonrpg,6
azelpanzerdragoonrpg,6
azelpanzerdragoonrpg,6
azelpanzerdragoonrpg,6
backguineryomigaeruyuushatachikakuseihenguinertensei,6
backguineryomigaeruyuushatachikakuseihenguinertensei,6
backguineryomigaeruyuushatachihishouhenuragirinosenjou,6
backguineryomigaeruyuushatachihishouhenuragirinosenjou,6
bakubakuanimal,6
bakubakuanimal,6
bakuretsuhunter,6
bakuretsuhunter,6
bakuretsuhunterr,6
bakushouallyoshimotoquizouketteisendx,6
baldyland,6
baroque,6
batmanforeverac,6
batsugun,6
battleathletessdaiundoukai,6
battlegaregga,6
battlemonsters,6
beachdereach,6
bigichigekipachislodaikouryakuuniversalmuseum,6
bigichigekipachislodaikouryakuuniversalmuseum,6
bigthankssuperkeirindreamwithkeirin50years,6
biohazard,6
bishoujohanafudakikoumichinokuhitoukoimonogatarispecial,6
bishoujosenshisailormoonsuperszeninsankashuyakusoudatsusen,6
bishoujovarietygamerapyuluspanic,6
blackdawn,6
blackmatrix,6
blackmatrix,6
